Roll No,Gender,District,Rank,Apt_BAR,p1,p2,QuotaGroup,QuotaType,phaseNo,valid,amount,admitted,year
665,Male,Chitawan,25,,1,11,Open,Open,1,1,600,1,2077
9014,Male,Chitawan,1700,,6,,Open,Open,1,1,300,0,2077
1190,Male,Chitawan,2941,,6,,Open,Open,1,1,300,0,2077
1189,Male,Chitawan,1767,,8,,Open,Open,1,1,300,0,2077
4055,Male,Chitawan,96,,1,2,Open,Open,1,1,1800,1,2077
1123,Male,Chitawan,795,,11,12,Open,Open,1,1,600,1,2077
8999,Male,Chitawan,2420,,10,,Open,Open,1,1,300,0,2077
822,Male,Chitawan,536,,8,10,Open,Open,1,1,600,0,2077
967,Male,Chitawan,455,,11,12,Open,Open,1,1,1200,0,2077
4353,Male,Chitawan,411,,9,10,Open,Open,1,1,900,1,2077
4621,Male,Chitawan,706,,11,12,Open,Open,1,1,1200,0,2077
275,Male,Chitawan,135,,11,12,Open,Open,1,1,600,1,2077
515,Male,Chitawan,2153,,12,,Open,Open,1,1,300,0,2077
1818,Male,Chitawan,2198,,2,,Open,Open,1,1,300,0,2077
329,Male,Chitawan,3795,,2,30,Open,Open,1,1,900,0,2077
1655,Male,Chitawan,4120,,30,,Open,Open,1,1,300,0,2077
781,Male,Chitawan,1519,,11,12,Open,Open,1,1,600,0,2077
12150,Male,Chitawan,5459,,10,6,Open,Open,1,1,900,0,2077
6763,Male,Chitawan,1744,,28,6,Open,Open,1,1,600,1,2077
2323,Male,Chitawan,207,,11,12,Open,Open,1,1,1200,1,2077
12012,Male,Chitawan,2331,,2,,Government Sponsored,Government Sponsored Quota,1,1,300,1,2077
2984,Male,Chitawan,152,,1,2,Open,Open,1,1,900,1,2077
2664,Male,Chitawan,3793,,4,,Open,Open,1,1,600,0,2077
169,Male,Chitawan,4055,1,3,4,Open,Open,1,1,900,0,2077
837,Male,Chitawan,1234,,2,6,Open,Open,1,1,600,0,2077
1428,Male,Chitawan,1128,,2,,Open,Open,1,1,300,0,2077
1237,Male,Chitawan,1457,,12,8,Open,Open,1,1,600,0,2077
920,Male,Chitawan,1748,,28,10,Open,Open,1,1,600,0,2077
1613,Male,Chitawan,1447,,10,30,Open,Open,1,1,600,0,2077
5190,Male,Chitawan,3045,,28,,Open,Open,1,1,300,0,2077
12493,Male,Chitawan,311,,12,2,Open,Open,1,1,600,1,2077
5806,Male,Chitawan,91,,1,,Open,Open,1,1,300,1,2077
7901,Male,Chitawan,1730,,5,10,Open,Open,1,1,600,0,2077
12012,Male,Chitawan,2331,,1,11,Reserverd Quota,,1,0,900,1,2077
952,Male,Chitawan,684,,9,,Open,Open,2,1,300,1,2077
866,Male,Chitawan,369,,8,12,Open,Open,2,1,600,0,2077
3401,Male,Chitawan,534,,12,8,Open,Open,2,1,600,0,2077
5367,Male,Chitawan,485,,7,8,Open,Open,2,1,600,1,2077
6763,Male,Chitawan,1744,,28,6,Open,Open,2,1,600,1,2077
1123,Male,Chitawan,795,,12,,Open,Open,2,1,300,1,2077
2664,Male,Chitawan,3793,,28,,Open,Open,2,1,300,0,2077
10665,Male,Chitawan,1595,,6,,Open,Open,2,1,300,0,2077
3160,Male,Chitawan,4750,,2,,Open,Open,2,1,300,0,2077
12150,Male,Chitawan,5459,,10,6,Open,Open,2,1,900,0,2077
3657,Male,Chitawan,545,,8,,Open,Open,2,1,300,0,2077
3218,Male,Chitawan,2710,,2,,Open,Open,2,1,300,0,2077
9014,Male,Chitawan,1700,,6,,Open,Open,2,1,300,0,2077
7971,Male,Chitawan,449,,1,,Open,Open,2,1,300,0,2077
6497,Male,Chitawan,1318,,5,,Open,Open,2,1,300,0,2077
1655,Male,Chitawan,4120,,28,30,Open,Open,2,1,600,0,2077
952,Male,Chitawan,684,,9,,Open,Open,3,1,300,1,2077
3401,Male,Chitawan,534,,12,8,Open,Open,3,1,600,0,2077
2664,Male,Chitawan,3793,,27,28,Open,Open,3,1,600,0,2077
1123,Male,Chitawan,795,,12,,Open,Open,3,1,300,1,2077
5367,Male,Chitawan,485,,7,8,Open,Open,3,1,1200,1,2077
429,Male,Chitawan,1606,,27,,Open,Open,3,1,300,1,2077
6763,Male,Chitawan,1744,,27,,Open,Open,3,1,300,1,2077
10665,Male,Chitawan,1595,,1,,Open,Open,4,1,300,0,2077
329,Male,Chitawan,3795,,1,2,Open,Open,4,1,600,0,2077
3283,Male,Chitawan,5381,,1,,Open,Open,4,1,300,0,2077
1123,Male,Chitawan,795,,11,12,Open,Open,4,1,600,1,2077
2664,Male,Chitawan,3793,,11,,Open,Open,4,1,300,0,2077
3401,Male,Chitawan,534,,12,,Open,Open,4,1,300,0,2077
2725,Male,Chitawan,4845,,11,12,Open,Open,4,1,600,0,2077
268,Female,Dadeldhura,269,,1,2,Open,Female Quota,1,1,600,1,2077
485,Male,Dadeldhura,991,,2,27,Open,Open,1,1,900,1,2077
856,Male,Dadeldhura,2896,,10,,Open,Open,1,1,300,0,2077
8553,Male,Dadeldhura,4000,,28,6,Open,Open,1,1,600,0,2077
544,Male,Dadeldhura,396,,7,8,Open,Open,1,1,1200,1,2077
2110,Male,Dadeldhura,2661,,12,2,Open,Open,1,1,1200,0,2077
8774,Male,Dadeldhura,2831,,2,8,Open,Open,1,1,600,0,2077
8748,Male,Dadeldhura,2427,,11,1,Reserverd Quota,,1,0,600,0,2077
485,Male,Dadeldhura,991,,27,,Open,Open,2,1,300,1,2077
5573,Male,Dailekh,3409,,30,,Open,Open,1,1,300,0,2077
4532,Male,Dailekh,113,,1,2,Open,Open,1,1,900,1,2077
3485,Male,Dailekh,4881,,1,9,Reserverd Quota,,1,0,600,0,2077
703,Female,Dang,143,,1,2,Open,Female Quota,1,1,600,1,2077
2080,Female,Dang,86,1,3,,Open,Female Quota,1,1,600,1,2077
1581,Female,Dang,952,,1,,Open,Female Quota,1,1,300,0,2077
3597,Female,Dang,1342,1,6,10,Open,Female Quota,1,1,1500,0,2077
10925,Female,Dang,538,,11,12,Open,Female Quota,1,1,600,0,2077
6212,Female,Dang,779,1,2,3,Open,Female Quota,1,1,1200,1,2077
9950,Female,Dang,5030,,30,,Open,Female Quota,1,1,300,0,2077
9950,Female,Dang,5030,,30,,Open,Female Quota,2,1,300,0,2077
3597,Female,Dang,1342,1,6,,Open,Female Quota,2,1,300,0,2077
4102,Female,Dang,1466,,6,,Open,Female Quota,3,1,300,1,2077
1663,Male,Dang,223,,1,2,Open,Open,1,1,600,1,2077
153,Male,Dang,83,,11,12,Open,Open,1,1,900,1,2077
985,Male,Dang,263,,1,2,Open,Open,1,1,600,1,2077
700,Male,Dang,116,,1,2,Open,Open,1,1,600,1,2077
1010,Male,Dang,887,,2,29,Open,Open,1,1,600,1,2077
3443,Male,Dang,165,,1,9,Open,Open,1,1,900,1,2077
756,Male,Dang,23,,1,11,Open,Open,1,1,600,1,2077
3002,Male,Dang,193,,1,2,Open,Open,1,1,1200,1,2077
343,Male,Dang,1578,,1,2,Open,Open,1,1,600,0,2077
9152,Male,Dang,3419,,1,11,Reserverd Quota,Dalit,1,1,1500,1,2077
5739,Male,Dang,459,,12,,Open,Open,1,1,300,0,2077
6911,Male,Dang,1747,1,4,,Open,Open,1,1,600,0,2077
858,Male,Dang,719,1,12,8,Open,Open,1,1,1800,1,2077
5108,Male,Dang,3408,,28,30,Open,Open,1,1,600,0,2077
2154,Male,Dang,81,,11,12,Open,Open,1,1,900,1,2077
8583,Male,Dang,5630,,2,6,Open,Open,1,1,900,0,2077
1984,Male,Dang,1008,1,3,4,Open,Open,1,1,900,1,2077
239,Male,Dang,1674,1,3,4,Open,Open,1,1,900,0,2077
6629,Male,Dang,2275,,1,,Reserverd Quota,,1,0,300,0,2077
10571,Male,Dang,1280,,2,,Open,Open,1,1,300,0,2077
5799,Male,Dang,4253,,12,2,Open,Open,1,1,600,0,2077
10021,Male,Dang,579,,12,,Open,Open,1,1,300,0,2077
12433,Male,Dang,644,1,3,2,Open,Open,1,1,1800,1,2077
2845,Male,Dang,1112,,2,,Open,Open,1,1,300,0,2077
949,Male,Dang,4790,,30,,Open,Open,1,1,300,0,2077
1619,Male,Dang,1349,,2,6,Open,Open,1,1,900,0,2077
1404,Male,Dang,445,,12,7,Open,Open,1,1,1500,0,2077
9058,Male,Dang,4804,,30,,Open,Open,1,1,300,0,2077
858,Male,Dang,719,1,11,12,Open,Open,2,1,1200,1,2077
1663,Male,Dang,223,,1,,Open,Open,2,1,300,1,2077
5799,Male,Dang,4253,,8,,Open,Open,2,1,300,0,2077
1010,Male,Dang,887,,5,6,Open,Open,2,1,600,1,2077
1010,Male,Dang,887,,27,,Open,Open,3,1,300,1,2077
858,Male,Dang,719,1,12,8,Open,Open,3,1,900,1,2077
1663,Male,Dang,223,,1,,Open,Open,3,1,300,1,2077
8279,Female,Darchula,6345,,5,7,Open,Female Quota,1,1,600,0,2077
2899,Male,Darchula,1019,,1,2,Open,Open,1,1,600,0,2077
4714,Male,Darchula,530,,5,6,Open,Open,1,1,600,0,2077
4249,Male,Darchula,582,,1,,Open,Open,1,1,300,0,2077
4714,Male,Darchula,530,,1,,Reserverd Quota,,1,0,300,0,2077
1558,Male,Darchula,472,,2,,Open,Open,1,1,300,0,2077
11153,Male,Darchula,2970,,30,,Open,Open,1,1,300,0,2077
7713,Male,Darchula,2761,,1,,Reserverd Quota,,1,0,300,0,2077
4390,Male,Darchula,284,,2,5,Open,Open,1,1,600,1,2077
1695,Male,Darchula,2159,,6,,Open,Open,2,1,300,0,2077
1695,Male,Darchula,2159,,6,,Open,Open,3,1,300,0,2077
9579,Female,Dhading,3824,,4,,Open,Female Quota,1,1,600,0,2077
6347,Female,Dhading,1806,1,4,,Open,Female Quota,1,1,600,0,2077
1784,Female,Dhading,4556,,29,30,Open,Female Quota,1,1,600,0,2077
7311,Female,Dhading,5438,,27,28,Open,Female Quota,1,1,600,0,2077
12234,Female,Dhading,6315,1,3,4,Open,Female Quota,1,1,1200,0,2077
3387,Female,Dhading,3227,,7,9,Reserverd Quota,,1,0,600,0,2077
5581,Female,Dhading,1787,,4,,Open,Female Quota,1,1,600,1,2077
3644,Female,Dhading,541,1,3,4,Open,Female Quota,1,1,900,1,2077
4738,Female,Dhading,3242,,30,,Open,Female Quota,1,1,300,0,2077
1136,Female,Dhading,2325,,4,,Open,Female Quota,1,1,600,0,2077
4331,Female,Dhading,6218,,1,,Reserverd Quota,,1,0,300,0,2077
5581,Female,Dhading,1787,,30,,Open,Female Quota,2,1,300,1,2077
1136,Female,Dhading,2325,,4,,Open,Female Quota,2,1,600,0,2077
9101,Female,Dhading,4778,,4,6,Open,Female Quota,3,1,1500,0,2077
1136,Female,Dhading,2325,,12,,Open,Female Quota,4,1,300,0,2077
3762,Male,Dhading,943,,1,5,Reserverd Quota,Adivashi/Janajati,1,1,900,1,2077
2710,Male,Dhading,1054,,12,8,Open,Open,1,1,1500,0,2077
6685,Male,Dhading,179,,1,2,Open,Open,1,1,600,1,2077
3208,Male,Dhading,3363,,30,,Open,Open,1,1,300,0,2077
2553,Male,Dhading,511,,1,2,Open,Open,1,1,600,0,2077
2622,Male,Dhading,480,,5,2,Open,Open,1,1,600,0,2077
5554,Male,Dhading,2163,,1,27,Reserverd Quota,,1,0,600,0,2077
5554,Male,Dhading,2163,,29,,Open,Open,1,1,300,0,2077
3281,Male,Dhading,105,,1,2,Open,Open,1,1,600,1,2077
1661,Male,Dhading,1676,,1,,Reserverd Quota,,1,0,300,0,2077
5680,Male,Dhading,1190,,7,5,Open,Open,1,1,1200,0,2077
4079,Male,Dhading,356,,2,12,Open,Open,1,1,1500,1,2077
9195,Male,Dhading,5404,,30,,Open,Open,1,1,300,0,2077
2020,Male,Dhading,39,,1,,Open,Open,1,1,300,1,2077
1765,Male,Dhading,3975,,2,,Government Sponsored,Government Sponsored Quota,1,0,300,0,2077
1456,Male,Dhading,1662,,1,,Reserverd Quota,,1,0,300,0,2077
7671,Male,Dhading,1428,,2,,Open,Open,1,1,300,0,2077
780,Male,Dhading,2835,,6,,Open,Open,1,1,300,0,2077
1430,Male,Dhading,751,,7,11,Reserverd Quota,Adivashi/Janajati,1,1,600,1,2077
4985,Male,Dhading,2435,,2,,Open,Open,1,1,300,0,2077
7744,Male,Dhading,3274,,9,10,Open,Open,1,1,1500,0,2077
11633,Male,Dhading,2712,,27,28,Open,Open,1,1,600,0,2077
2632,Male,Dhading,3648,,4,,Open,Open,1,1,300,0,2077
3209,Male,Dhading,2345,,2,10,Open,Open,1,1,600,0,2077
5554,Male,Dhading,2163,,5,6,Open,Open,2,1,900,0,2077
6685,Male,Dhading,179,,1,,Open,Open,2,1,300,1,2077
5680,Male,Dhading,1190,,5,6,Open,Open,2,1,600,0,2077
4079,Male,Dhading,356,,2,,Open,Open,2,1,300,1,2077
3608,Male,Dhading,5158,,30,,Open,Open,2,1,300,0,2077
5554,Male,Dhading,2163,,9,6,Open,Open,3,1,900,0,2077
4079,Male,Dhading,356,,2,,Open,Open,3,1,300,1,2077
6685,Male,Dhading,179,,1,,Open,Open,3,1,300,1,2077
5653,Female,Dhankuta,781,,1,2,Open,Female Quota,1,1,600,0,2077
6028,Male,Dhankuta,1399,,29,30,Open,Open,1,1,600,0,2077
3989,Male,Dhankuta,834,,5,6,Open,Open,1,1,1200,1,2077
3989,Male,Dhankuta,834,,5,,Open,Open,2,1,300,1,2077
3400,Female,Dhanusha,1569,,5,6,Open,Female Quota,1,1,1800,0,2077
4811,Female,Dhanusha,6272,,1,2,Open,Female Quota,1,1,1200,0,2077
6494,Female,Dhanusha,1881,,12,,Open,Female Quota,1,1,300,0,2077
646,Female,Dhanusha,1634,,1,2,Open,Female Quota,1,1,1200,0,2077
3206,Female,Dhanusha,483,,1,2,Open,Female Quota,1,1,600,1,2077
1107,Female,Dhanusha,970,,11,12,Open,Female Quota,1,1,600,0,2077
9365,Female,Dhanusha,5951,,5,1,Reserverd Quota,,1,0,600,0,2077
9365,Female,Dhanusha,5951,,6,2,Open,Female Quota,1,1,600,0,2077
1025,Female,Dhanusha,1403,,8,6,Open,Female Quota,1,1,600,0,2077
7766,Female,Dhanusha,5819,,6,,Open,Female Quota,1,1,300,0,2077
4239,Female,Dhanusha,3207,,4,,Open,Female Quota,1,1,600,0,2077
11767,Female,Dhanusha,4264,1,3,4,Open,Female Quota,1,1,1200,0,2077
11767,Female,Dhanusha,4264,1,4,,Government Sponsored,Government Sponsored Quota,1,0,300,0,2077
3411,Female,Dhanusha,2873,,3,4,Open,Female Quota,1,1,900,0,2077
3400,Female,Dhanusha,1569,,6,,Open,Female Quota,2,1,300,0,2077
2571,Male,Dhanusha,6262,,5,6,Open,Open,1,1,900,0,2077
1601,Male,Dhanusha,425,,1,2,Open,Open,1,1,600,0,2077
1660,Male,Dhanusha,212,,1,2,Open,Open,1,1,600,1,2077
1222,Male,Dhanusha,187,,1,2,Open,Open,1,1,600,1,2077
2548,Male,Dhanusha,1760,,30,,Open,Open,1,1,300,0,2077
1475,Male,Dhanusha,5535,,12,,Government Sponsored,Government Sponsored Quota,1,0,300,0,2077
1475,Male,Dhanusha,5535,,28,,Open,Open,1,1,300,0,2077
3729,Male,Dhanusha,705,,12,,Open,Open,1,1,300,0,2077
9337,Male,Dhanusha,3894,,1,9,Reserverd Quota,,1,0,900,0,2077
9337,Male,Dhanusha,3894,,2,10,Open,Open,1,1,900,0,2077
1256,Male,Dhanusha,744,,9,10,Open,Open,1,1,600,1,2077
1078,Male,Dhanusha,98,,1,2,Open,Open,1,1,600,1,2077
1549,Male,Dhanusha,169,,1,11,Open,Open,1,1,900,1,2077
4190,Male,Dhanusha,148,,1,,Open,Open,1,1,300,1,2077
3108,Male,Dhanusha,1916,,6,,Open,Open,1,1,300,0,2077
8655,Male,Dhanusha,5274,,1,2,Open,Open,1,1,1200,0,2077
5964,Male,Dhanusha,760,,12,2,Open,Open,1,1,1200,0,2077
5985,Male,Dhanusha,521,,2,9,Open,Open,1,1,900,1,2077
3881,Male,Dhanusha,153,,1,2,Open,Open,1,1,600,1,2077
743,Male,Dhanusha,56,,1,,Open,Open,1,1,300,1,2077
6779,Male,Dhanusha,966,,2,6,Open,Open,1,1,600,0,2077
1098,Male,Dhanusha,1675,,1,2,Open,Open,1,1,600,0,2077
3037,Male,Dhanusha,889,,2,6,Open,Open,1,1,600,0,2077
10476,Male,Dhanusha,2101,,29,30,Open,Open,1,1,600,0,2077
12641,Male,Dhanusha,2543,,12,,Open,Open,1,1,300,0,2077
2533,Male,Dhanusha,4814,,30,,Open,Open,1,1,300,0,2077
2501,Male,Dhanusha,960,,1,2,Open,Open,1,1,600,0,2077
9847,Male,Dhanusha,2929,,2,,Open,Open,1,1,300,0,2077
4724,Male,Dhanusha,4014,,6,2,Open,Open,1,1,600,0,2077
3264,Male,Dhanusha,632,,1,2,Open,Open,1,1,600,0,2077
1510,Male,Dhanusha,8,,9,,Open,Open,1,1,300,1,2077
7206,Male,Dhanusha,5811,,28,,Open,Open,1,1,300,0,2077
2025,Male,Dhanusha,75,,1,,Open,Open,1,1,300,0,2077
383,Male,Dhanusha,1960,,2,6,Open,Open,1,1,900,0,2077
10095,Male,Dhanusha,6,,5,,Open,Open,1,1,300,1,2077
6473,Male,Dhanusha,650,,7,8,Open,Open,1,1,1200,0,2077
1475,Male,Dhanusha,5535,,11,,Reserverd Quota,,1,0,300,0,2077
11408,Male,Dhanusha,3507,,30,,Open,Open,1,1,300,0,2077
5987,Male,Dhanusha,1610,,12,28,Open,Open,1,1,900,0,2077
9265,Male,Dhanusha,5618,,12,6,Open,Open,1,1,900,0,2077
5145,Male,Dhanusha,6254,1,4,,Open,Open,1,1,600,0,2077
7089,Male,Dhanusha,1188,,12,6,Open,Open,1,1,600,0,2077
11876,Male,Dhanusha,4107,,1,,Reserverd Quota,,1,0,300,0,2077
2176,Male,Dhanusha,802,,1,2,Open,Open,1,1,600,0,2077
304,Male,Dhanusha,1132,,5,6,Open,Open,2,1,600,0,2077
11063,Male,Dhanusha,6078,,28,,Open,Open,2,1,300,0,2077
3108,Male,Dhanusha,1916,,5,6,Open,Open,2,1,600,0,2077
6981,Male,Dhanusha,1542,,6,28,Open,Open,2,1,600,0,2077
5145,Male,Dhanusha,6254,1,4,,Open,Open,2,1,300,0,2077
9337,Male,Dhanusha,3894,,28,6,Open,Open,2,1,600,0,2077
2533,Male,Dhanusha,4814,,30,,Open,Open,2,1,300,0,2077
304,Male,Dhanusha,1132,,6,,Open,Open,3,1,300,0,2077
8618,Male,Dhanusha,2530,,8,,Open,Open,3,1,300,0,2077
5145,Male,Dhanusha,6254,1,4,,Open,Open,3,1,300,0,2077
4254,Female,Dolakha,2976,,12,,Open,Female Quota,1,1,300,0,2077
2018,Female,Dolakha,2171,,12,2,Open,Female Quota,1,1,600,0,2077
1927,Female,Dolakha,2744,1,30,4,Open,Female Quota,1,1,2400,1,2077
3312,Female,Dolakha,264,,1,2,Open,Female Quota,1,1,900,1,2077
10090,Female,Dolakha,3543,1,3,,Open,Female Quota,1,1,600,0,2077
10090,Female,Dolakha,3543,1,3,,Reserverd Quota,,1,0,300,0,2077
10090,Female,Dolakha,3543,1,3,,IOE Staff,IOE Staff Quota,1,0,300,0,2077
4381,Female,Dolakha,2938,1,4,,Open,Female Quota,1,1,600,0,2077
1927,Female,Dolakha,2744,1,29,,Open,Female Quota,2,1,300,1,2077
4848,Male,Dolakha,343,,11,12,Open,Open,1,1,600,0,2077
8502,Male,Dolakha,1584,1,5,3,Open,Open,1,1,1500,0,2077
8820,Male,Dolakha,1230,,1,2,Open,Open,1,1,1200,0,2077
3293,Male,Dolakha,646,,12,8,Open,Open,1,1,900,0,2077
6415,Male,Dolakha,606,,2,5,Open,Open,1,1,600,0,2077
5765,Male,Dolakha,2443,,30,2,Open,Open,1,1,600,0,2077
924,Male,Dolakha,1559,,1,,Reserverd Quota,,1,0,300,0,2077
2213,Male,Dolakha,733,,8,,Open,Open,1,1,300,0,2077
9992,Male,Dolakha,2540,,27,3,Reserverd Quota,,1,0,900,0,2077
11394,Male,Dolakha,1957,,11,1,Open,Open,1,1,1200,0,2077
5887,Male,Dolakha,2993,,12,,Open,Open,1,1,300,0,2077
10673,Male,Dolakha,1173,1,1,2,Open,Open,1,1,1200,0,2077
2505,Male,Dolakha,2698,,29,28,Open,Open,1,1,900,0,2077
3293,Male,Dolakha,646,,8,2,Open,Open,2,1,900,0,2077
8502,Male,Dolakha,1584,1,4,6,Open,Open,2,1,600,0,2077
4848,Male,Dolakha,343,,7,,Open,Open,2,1,300,0,2077
180,Male,Dolakha,838,,5,,Open,Open,2,1,300,0,2077
3293,Male,Dolakha,646,,8,,Open,Open,3,1,300,0,2077
4768,Male,Dolkha,17,,1,,Open,Open,1,1,300,1,2077
11569,Male,Dolpa,5849,,2,12,Open,Open,1,1,2100,0,2077
11024,Female,Doti,515,,1,2,Open,Female Quota,1,1,600,0,2077
27,Male,Doti,2332,,11,,Reserverd Quota,,1,0,300,0,2077
2161,Male,Doti,2697,,2,12,Open,Open,4,1,600,0,2077
7152,Female,Gorkha,95,,1,2,Open,Female Quota,1,1,600,1,2077
1471,Female,Gorkha,1491,,1,2,Open,Female Quota,1,1,900,1,2077
1471,Female,Gorkha,1491,,1,27,Reserverd Quota,,1,0,600,1,2077
12510,Female,Gorkha,4466,,27,10,Open,Female Quota,1,1,900,0,2077
6879,Female,Gorkha,2371,1,3,4,Open,Female Quota,1,1,900,0,2077
3268,Female,Gorkha,481,1,1,3,Open,Female Quota,1,1,1500,1,2077
11219,Female,Gorkha,1396,,1,2,Open,Female Quota,1,1,600,0,2077
6130,Female,Gorkha,4477,,4,28,Open,Female Quota,1,1,900,0,2077
1789,Female,Gorkha,1845,,1,2,Open,Female Quota,1,1,600,1,2077
1471,Female,Gorkha,1491,,28,,Open,Female Quota,2,1,300,1,2077
1789,Female,Gorkha,1845,,30,,Open,Female Quota,2,1,300,1,2077
5996,Male,Gorkha,301,,12,27,Open,Open,1,1,1500,1,2077
401,Male,Gorkha,523,,1,2,Open,Open,1,1,1800,0,2077
2076,Male,Gorkha,358,,1,2,Open,Open,1,1,1200,0,2077
1103,Male,Gorkha,58,,1,,Open,Open,1,1,300,1,2077
8662,Male,Gorkha,216,,1,2,Open,Open,1,1,600,1,2077
3957,Male,Gorkha,145,,1,,Open,Open,1,1,300,1,2077
2336,Male,Gorkha,64,,11,12,Open,Open,1,1,600,1,2077
1274,Male,Gorkha,62,,11,7,Open,Open,1,1,600,1,2077
67,Male,Gorkha,1022,,12,,Open,Open,1,1,300,0,2077
3100,Male,Gorkha,1059,,10,28,Open,Open,1,1,600,1,2077
4111,Male,Gorkha,621,,27,28,Open,Open,1,1,900,1,2077
8750,Male,Gorkha,1024,,1,11,Reserverd Quota,,1,0,1500,0,2077
8750,Male,Gorkha,1024,,2,,Open,Open,1,1,300,0,2077
313,Male,Gorkha,5416,,1,,Reserverd Quota,Dalit,1,1,300,1,2077
1834,Male,Gorkha,12,,11,,Open,Open,1,1,300,1,2077
5225,Male,Gorkha,2973,,7,8,Open,Open,1,1,600,0,2077
2764,Male,Gorkha,4280,1,4,,Open,Open,1,1,600,0,2077
7243,Male,Gorkha,388,,12,2,Open,Open,1,1,1200,1,2077
12003,Male,Gorkha,3832,,1,2,Open,Open,1,1,600,0,2077
12003,Male,Gorkha,3832,,1,,Reserverd Quota,,1,0,300,0,2077
7430,Male,Gorkha,593,,2,,Open,Open,1,1,300,0,2077
9657,Male,Gorkha,1044,,1,5,Open,Open,1,1,2100,0,2077
8169,Male,Gorkha,561,1,3,4,Open,Open,1,1,900,1,2077
1965,Male,Gorkha,470,,12,9,Open,Open,1,1,1200,1,2077
1060,Male,Gorkha,217,,1,2,Open,Open,1,1,900,0,2077
3981,Male,Gorkha,401,,2,5,Open,Open,1,1,900,0,2077
766,Male,Gorkha,1078,,27,28,Open,Open,1,1,1200,1,2077
11411,Male,Gorkha,4022,,1,,Reserverd Quota,,1,0,300,0,2077
10366,Male,Gorkha,1795,,1,11,Reserverd Quota,,1,0,900,0,2077
1215,Male,Gorkha,413,,7,2,Open,Open,1,1,900,1,2077
354,Male,Gorkha,1206,,2,29,Open,Open,1,1,600,0,2077
8722,Male,Gorkha,188,,1,7,Open,Open,1,1,900,1,2077
5245,Male,Gorkha,1982,,1,,Reserverd Quota,,1,0,300,0,2077
5245,Male,Gorkha,1982,,2,,Open,Open,1,1,300,0,2077
3388,Male,Gorkha,3546,,6,,Open,Open,1,1,300,0,2077
7243,Male,Gorkha,388,,8,,Open,Open,2,1,300,1,2077
436,Female,Gulmi,77,,1,,Open,Female Quota,1,1,300,1,2077
797,Female,Gulmi,501,,1,2,Open,Female Quota,1,1,600,1,2077
368,Female,Gulmi,1378,1,3,4,Open,Female Quota,1,1,900,0,2077
472,Female,Gulmi,3518,1,4,3,Open,Female Quota,1,1,900,0,2077
6790,Female,Gulmi,1070,1,3,4,Open,Female Quota,1,1,900,1,2077
9328,Female,Gulmi,1993,,28,2,Open,Female Quota,1,1,600,1,2077
10946,Female,Gulmi,2998,1,3,4,Open,Female Quota,1,1,900,0,2077
9328,Female,Gulmi,1993,,30,28,Open,Female Quota,2,1,600,1,2077
368,Female,Gulmi,1378,1,4,,Open,Female Quota,2,1,300,0,2077
368,Female,Gulmi,1378,1,4,,Open,Female Quota,3,1,300,0,2077
925,Male,Gulmi,1124,,9,1,Open,Open,1,1,1500,0,2077
3245,Male,Gulmi,3286,,27,11,Reserverd Quota,,1,0,600,0,2077
3468,Male,Gulmi,1415,,10,,Open,Open,1,1,300,0,2077
965,Male,Gulmi,1302,,11,7,Open,Open,1,1,1200,0,2077
6374,Male,Gulmi,347,,11,12,Open,Open,1,1,1200,0,2077
2480,Male,Gulmi,679,,12,,Open,Open,1,1,300,1,2077
252,Male,Gulmi,1688,,6,,Open,Open,1,1,300,0,2077
1264,Male,Gulmi,664,,9,10,Open,Open,1,1,600,1,2077
6765,Male,Gulmi,1717,1,4,28,Open,Open,1,1,900,0,2077
1180,Male,Gulmi,857,,8,10,Open,Open,1,1,900,0,2077
2973,Male,Gulmi,137,,11,12,Open,Open,1,1,900,1,2077
4157,Male,Gulmi,2452,,1,11,Reserverd Quota,,1,0,600,0,2077
2436,Male,Gulmi,278,,11,12,Open,Open,1,1,600,1,2077
231,Male,Gulmi,360,,12,7,Open,Open,1,1,600,0,2077
1833,Male,Gulmi,33,,1,,Open,Open,1,1,300,1,2077
1033,Male,Gulmi,1541,,1,,Reserverd Quota,,1,0,300,0,2077
95,Male,Gulmi,807,,2,,Open,Open,1,1,300,0,2077
2017,Male,Gulmi,901,1,7,8,Open,Open,1,1,3300,0,2077
826,Male,Gulmi,1321,,1,,Reserverd Quota,,1,0,300,0,2077
11622,Male,Gulmi,3015,,27,29,Open,Open,1,1,600,0,2077
2215,Male,Gulmi,431,,7,12,Open,Open,1,1,900,1,2077
11442,Male,Gulmi,465,,8,28,Open,Open,1,1,1500,1,2077
205,Male,Gulmi,813,,12,8,Open,Open,1,1,600,0,2077
5918,Male,Gulmi,141,,9,7,Open,Open,1,1,600,1,2077
7501,Male,Gulmi,1619,,2,10,Open,Open,1,1,600,0,2077
3252,Male,Gulmi,1199,,6,10,Open,Open,1,1,600,0,2077
2658,Male,Gulmi,2542,,9,,Reserverd Quota,,1,0,300,0,2077
9707,Male,Gulmi,5000,,10,,Open,Open,1,1,300,0,2077
345,Male,Gulmi,6124,,28,,Open,Open,1,1,300,0,2077
8741,Male,Gulmi,657,,10,28,Open,Open,1,1,600,1,2077
231,Male,Gulmi,360,,12,,Open,Open,2,1,300,0,2077
3245,Male,Gulmi,3286,,5,,Open,Open,2,1,300,0,2077
965,Male,Gulmi,1302,,8,,Open,Open,2,1,300,0,2077
